product_key;product_category_name;product_category_name_english;category_label;product_name_lenght;product_description_lenght;product_photos_qty;product_weight_g;product_length_cm;product_height_cm;product_width_cm
product_id_bc8f9b6df690ac97;pet_shop;pet_shop;pet_shop;37.0;139.0;1.0;350.0;23.0;20.0;20.0
product_id_bc9489213fa51521;automotivo;auto;auto;35.0;730.0;2.0;200.0;21.0;7.0;15.0
product_id_bc9501b8283be623;relogios_presentes;watches_gifts;watches_gifts;58.0;195.0;3.0;200.0;16.0;2.0;11.0
product_id_bc98b67a196c86b1;telefonia;telephony;telephony;57.0;631.0;2.0;200.0;19.0;4.0;11.0
product_id_bc9c4e2c6123d268;perfumaria;perfumery;perfumery;37.0;1470.0;2.0;475.0;20.0;16.0;16.0
product_id_bca0f8b2762e2114;utilidades_domesticas;housewares;housewares;49.0;864.0;4.0;800.0;20.0;15.0;25.0
product_id_bca53aaa08beb5e3;moveis_escritorio;office_furniture;office_furniture;42.0;1362.0;1.0;11575.0;57.0;55.0;22.0
product_id_bca9d688b68d4bf7;esporte_lazer;sports_leisure;sports_leisure;39.0;215.0;4.0;450.0;25.0;15.0;15.0
product_id_bcac81a80f5435f6;beleza_saude;health_beauty;health_beauty;41.0;1797.0;1.0;300.0;16.0;19.0;11.0
product_id_bcb21e27bae8d814;automotivo;auto;auto;59.0;873.0;2.0;2000.0;54.0;17.0;24.0
product_id_bcb490088d34e631;casa_construcao;home_construction;home_construction;58.0;465.0;2.0;650.0;16.0;11.0;16.0
product_id_bcb506a8a5b83fab;bebes;baby;baby;41.0;1044.0;1.0;796.0;27.0;22.0;21.0
product_id_bcb61aae4f74bae9;esporte_lazer;sports_leisure;sports_leisure;49.0;2009.0;4.0;233.0;22.0;16.0;14.0
product_id_bcb768b9938a4592;livros_interesse_geral;books_general_interest;books_general_interest;35.0;226.0;1.0;100.0;22.0;2.0;22.0
product_id_bcb8ba2270125f89;construcao_ferramentas_construcao;construction_tools_construction;construction_tools_construction;32.0;120.0;1.0;3050.0;16.0;16.0;16.0
product_id_bcb97fc0e80d0f82;perfumaria;perfumery;perfumery;26.0;138.0;1.0;200.0;20.0;7.0;20.0
product_id_bcbc514d4dbd07f4;moveis_decoracao;furniture_decor;furniture_decor;56.0;685.0;1.0;9900.0;35.0;35.0;35.0
product_id_bcc35236ff7ddda2;perfumaria;perfumery;perfumery;57.0;598.0;1.0;450.0;18.0;18.0;18.0
product_id_bcc4284475427c2b;moveis_decoracao;furniture_decor;furniture_decor;37.0;1148.0;1.0;7200.0;52.0;52.0;17.0
product_id_bcc442fc8205222a;consoles_games;consoles_games;consoles_games;58.0;1099.0;1.0;900.0;30.0;30.0;40.0
product_id_bcc73a608b2e8d9e;cama_mesa_banho;bed_bath_table;bed_bath_table;63.0;827.0;1.0;2000.0;43.0;5.0;30.0
product_id_bcc81882744ce378;perfumaria;perfumery;perfumery;48.0;1094.0;1.0;550.0;22.0;12.0;17.0
product_id_bcc8d57500dd0715;papelaria;stationery;stationery;46.0;286.0;3.0;50.0;16.0;5.0;16.0
product_id_bcc9bebe28eafdc2;perfumaria;perfumery;perfumery;29.0;648.0;1.0;550.0;25.0;8.0;14.0
product_id_bcce8802630ccc23;cama_mesa_banho;bed_bath_table;bed_bath_table;46.0;372.0;1.0;1450.0;34.0;12.0;40.0
product_id_bccfbd225f5c4e6c;moveis_sala;furniture_living_room;furniture_living_room;48.0;219.0;3.0;800.0;16.0;5.0;20.0
product_id_bcd06c4c0f8d32d2;esporte_lazer;sports_leisure;sports_leisure;30.0;359.0;3.0;600.0;23.0;23.0;23.0
product_id_bcd156d5fd7641fc;automotivo;auto;auto;54.0;800.0;4.0;1075.0;53.0;8.0;25.0
product_id_bcd3a3f5d7968c59;informatica_acessorios;computers_accessories;computers_accessories;35.0;1101.0;1.0;300.0;42.0;2.0;30.0
product_id_bcd4e7e6b87672d0;cool_stuff;cool_stuff;cool_stuff;42.0;3319.0;6.0;1400.0;22.0;29.0;13.0
product_id_bcd637937ec36517;utilidades_domesticas;housewares;housewares;53.0;891.0;3.0;1050.0;35.0;18.0;35.0
product_id_bcdc82d4777fbfce;fashion_esporte;fashion_sport;fashion_sport;51.0;511.0;2.0;200.0;16.0;12.0;12.0
product_id_bcdd8ca1d3c8a897;casa_conforto;home_confort;home_confort;58.0;217.0;3.0;15100.0;60.0;30.0;50.0
product_id_bcde12b9eb28bd0b;moveis_decoracao;furniture_decor;furniture_decor;30.0;615.0;1.0;23700.0;66.0;42.0;66.0
product_id_bce13ba40013f3be;bebes;baby;baby;44.0;487.0;1.0;13250.0;62.0;47.0;32.0
product_id_bce19c56b29e5f93;fashion_bolsas_e_acessorios;fashion_bags_accessories;fashion_bags_accessories;54.0;577.0;5.0;300.0;22.0;13.0;22.0
product_id_bce35214d22955fb;esporte_lazer;sports_leisure;sports_leisure;40.0;442.0;1.0;1000.0;25.0;35.0;30.0
product_id_bce67fe49ea42c77;automotivo;auto;auto;49.0;283.0;3.0;17400.0;50.0;40.0;40.0
product_id_bce7628dd1563ad1;automotivo;auto;auto;57.0;188.0;4.0;250.0;25.0;15.0;25.0
product_id_bce80ac773aaf5aa;esporte_lazer;sports_leisure;sports_leisure;39.0;567.0;1.0;185.0;23.0;17.0;23.0
product_id_bce8d767c048974c;eletronicos;electronics;electronics;53.0;830.0;1.0;541.0;19.0;12.0;16.0
product_id_bcea3f1ef7d2fdc5;fashion_bolsas_e_acessorios;fashion_bags_accessories;fashion_bags_accessories;45.0;802.0;1.0;100.0;16.0;5.0;16.0
product_id_bcec4db8bcc0a213;telefonia;telephony;telephony;58.0;1303.0;1.0;105.0;19.0;5.0;13.0
product_id_bcedc8317f3b7789;brinquedos;toys;toys;28.0;422.0;4.0;500.0;19.0;12.0;25.0
product_id_bcedda667d9ceaf8;cama_mesa_banho;bed_bath_table;bed_bath_table;55.0;246.0;1.0;1050.0;38.0;10.0;38.0
product_id_bcee1a201022db88;utilidades_domesticas;housewares;housewares;52.0;801.0;1.0;100.0;16.0;11.0;11.0
product_id_bcf10ec6fe9882c5;utilidades_domesticas;housewares;housewares;53.0;524.0;1.0;1000.0;25.0;6.0;20.0
product_id_bcf1213d12540eed;cool_stuff;cool_stuff;cool_stuff;53.0;270.0;1.0;1000.0;33.0;44.0;19.0
product_id_bcf4c586d4de6554;automotivo;auto;auto;56.0;703.0;6.0;8850.0;56.0;11.0;32.0
product_id_bcf67021ecc82875;pet_shop;pet_shop;pet_shop;55.0;444.0;2.0;300.0;17.0;12.0;14.0
product_id_bcffa9ee15342173;cama_mesa_banho;bed_bath_table;bed_bath_table;50.0;379.0;3.0;1900.0;50.0;22.0;36.0
product_id_bd0075961fd7394f;pet_shop;pet_shop;pet_shop;60.0;993.0;3.0;750.0;20.0;6.0;15.0
product_id_bd02ad401da7ed41;fashion_bolsas_e_acessorios;fashion_bags_accessories;fashion_bags_accessories;30.0;216.0;3.0;250.0;20.0;9.0;11.0
product_id_bd032a9ffc2c0294;livros_interesse_geral;books_general_interest;books_general_interest;31.0;1457.0;1.0;1350.0;26.0;15.0;22.0
product_id_bd036567e7512531;brinquedos;toys;toys;47.0;946.0;1.0;753.0;26.0;14.0;17.0
product_id_bd045ea034777d30;esporte_lazer;sports_leisure;sports_leisure;54.0;471.0;1.0;400.0;17.0;4.0;15.0
product_id_bd050a2131d546f0;livros_interesse_geral;books_general_interest;books_general_interest;37.0;1194.0;1.0;500.0;30.0;5.0;20.0
product_id_bd0511615b63a402;automotivo;auto;auto;60.0;3389.0;2.0;250.0;24.0;18.0;18.0
product_id_bd0b1d693a7a6f4e;ferramentas_jardim;garden_tools;garden_tools;59.0;220.0;2.0;9150.0;39.0;39.0;36.0
product_id_bd0cd4df0157f5b9;construcao_ferramentas_construcao;construction_tools_construction;construction_tools_construction;45.0;127.0;5.0;7400.0;60.0;20.0;40.0
product_id_bd0d0f1219187150;brinquedos;toys;toys;39.0;171.0;1.0;300.0;16.0;17.0;11.0
product_id_bd1096c3705f4b15;informatica_acessorios;computers_accessories;computers_accessories;60.0;2807.0;1.0;1190.0;35.0;20.0;21.0
product_id_bd1130512ed3d5b9;esporte_lazer;sports_leisure;sports_leisure;47.0;577.0;1.0;140.0;19.0;12.0;14.0
product_id_bd14c425278ee3b7;consoles_games;consoles_games;consoles_games;41.0;1292.0;1.0;200.0;20.0;3.0;18.0
product_id_bd154ab9feefe07c;construcao_ferramentas_construcao;construction_tools_construction;construction_tools_construction;57.0;1528.0;1.0;275.0;21.0;12.0;17.0
product_id_bd185b0a84e4e033;informatica_acessorios;computers_accessories;computers_accessories;56.0;954.0;3.0;950.0;31.0;4.0;23.0
product_id_bd187f169322154f;telefonia;telephony;telephony;25.0;538.0;10.0;100.0;16.0;3.0;11.0
product_id_bd19d917cf560742;moveis_decoracao;furniture_decor;furniture_decor;60.0;827.0;1.0;600.0;17.0;17.0;17.0
product_id_bd1a56deb0114bbb;moveis_cozinha_area_de_servico_jantar_e_jardim;kitchen_dining_laundry_garden_furniture;kitchen_dining_laundry_garden_furniture;36.0;1338.0;2.0;12800.0;33.0;33.0;65.0
product_id_bd1eeff8ed132d2c;industria_comercio_e_negocios;industry_commerce_and_business;industry_commerce_and_business;49.0;572.0;1.0;10750.0;52.0;12.0;32.0
product_id_bd240c691b742c91;eletronicos;electronics;electronics;56.0;1184.0;3.0;5700.0;20.0;15.0;13.0
product_id_bd254ea51cb352ec;moveis_decoracao;furniture_decor;furniture_decor;37.0;998.0;3.0;12850.0;36.0;56.0;56.0
product_id_bd26995138c37834;telefonia;telephony;telephony;47.0;1702.0;4.0;300.0;18.0;17.0;17.0
product_id_bd2869ea2d830ae0;brinquedos;toys;toys;60.0;487.0;6.0;1000.0;40.0;18.0;17.0
product_id_bd291cb8db14f329;instrumentos_musicais;musical_instruments;musical_instruments;59.0;936.0;3.0;450.0;62.0;9.0;23.0
product_id_bd29a94c404d5466;moveis_decoracao;furniture_decor;furniture_decor;37.0;594.0;3.0;900.0;84.0;6.0;20.0
product_id_bd2d045e993a6ba0;ferramentas_jardim;garden_tools;garden_tools;55.0;617.0;6.0;340.0;14.0;16.0;13.0
product_id_bd2db0dc03f0a50c;beleza_saude;health_beauty;health_beauty;57.0;388.0;4.0;200.0;19.0;11.0;23.0
product_id_bd2dd57c16fcfc4a;automotivo;auto;auto;54.0;396.0;4.0;300.0;30.0;11.0;15.0
product_id_bd3211cf1ad3931a;relogios_presentes;watches_gifts;watches_gifts;44.0;281.0;1.0;450.0;17.0;14.0;15.0
product_id_bd3325fbd00d8d27;beleza_saude;health_beauty;health_beauty;49.0;2287.0;1.0;1300.0;25.0;13.0;20.0
product_id_bd33c46c50395b0c;cama_mesa_banho;bed_bath_table;bed_bath_table;53.0;208.0;1.0;450.0;16.0;10.0;16.0
product_id_bd35cd38b9f57b9b;fashion_bolsas_e_acessorios;fashion_bags_accessories;fashion_bags_accessories;53.0;553.0;5.0;250.0;16.0;2.0;20.0
product_id_bd3950df05cc85cb;beleza_saude;health_beauty;health_beauty;46.0;1523.0;1.0;1500.0;27.0;9.0;18.0
product_id_bd3a48ed26772e6f;beleza_saude;health_beauty;health_beauty;52.0;1363.0;1.0;400.0;16.0;19.0;11.0
product_id_bd3f59ba6021ff06;eletronicos;electronics;electronics;46.0;352.0;1.0;200.0;25.0;7.0;16.0
product_id_bd414de8e80ff2c8;esporte_lazer;sports_leisure;sports_leisure;45.0;1344.0;1.0;1450.0;36.0;25.0;25.0
product_id_bd44b6992ad74c9b;eletrodomesticos;home_appliances;home_appliances;60.0;171.0;1.0;1600.0;60.0;8.0;36.0
product_id_bd44dc3b0fbf21f9;ferramentas_jardim;garden_tools;garden_tools;43.0;1519.0;4.0;700.0;24.0;3.0;24.0
product_id_bd452566c181a390;moveis_decoracao;furniture_decor;furniture_decor;55.0;591.0;1.0;350.0;17.0;15.0;15.0
product_id_bd45693ec9ab4de9;informatica_acessorios;computers_accessories;computers_accessories;57.0;411.0;1.0;933.0;32.0;22.0;15.0
product_id_bd45cd08194d7809;climatizacao;air_conditioning;air_conditioning;54.0;445.0;1.0;150.0;20.0;8.0;13.0
product_id_bd466d8a0d47bb6f;utilidades_domesticas;housewares;housewares;57.0;321.0;3.0;617.0;17.0;14.0;15.0
product_id_bd48cc5f9f4c5d6b;cama_mesa_banho;bed_bath_table;bed_bath_table;55.0;117.0;2.0;800.0;60.0;8.0;60.0
product_id_bd49d1249878af0c;brinquedos;toys;toys;60.0;1243.0;4.0;7950.0;52.0;34.0;18.0
product_id_bd50112a45761f6d;agro_industria_e_comercio;agro_industry_and_commerce;agro_industry_and_commerce;49.0;1145.0;1.0;2700.0;20.0;13.0;25.0
product_id_bd522f03682cb897;moveis_decoracao;furniture_decor;furniture_decor;60.0;2064.0;4.0;5700.0;85.0;10.0;40.0
product_id_bd55b1db3d51b6db;cama_mesa_banho;bed_bath_table;bed_bath_table;59.0;425.0;1.0;1550.0;35.0;9.0;36.0
product_id_bd5794ee868e063d;moveis_decoracao;furniture_decor;furniture_decor;59.0;2063.0;3.0;2800.0;69.0;11.0;11.0
product_id_bd580e40d9db9937;moveis_decoracao;furniture_decor;furniture_decor;60.0;269.0;1.0;1150.0;35.0;35.0;35.0
product_id_bd64d30a73032f8a;utilidades_domesticas;housewares;housewares;21.0;389.0;1.0;788.0;28.0;24.0;30.0
product_id_bd652044c7590e69;eletronicos;electronics;electronics;56.0;622.0;2.0;550.0;16.0;16.0;11.0
product_id_bd69b04cfc7bb477;telefonia;telephony;telephony;58.0;734.0;3.0;250.0;17.0;4.0;12.0
product_id_bd6a0771a4c62333;;;unknown;;;;200.0;16.0;2.0;11.0
product_id_bd6d5f5b6add99f9;;;unknown;;;;153.0;17.0;14.0;13.0
product_id_bd6e24c7d52a3b9c;esporte_lazer;sports_leisure;sports_leisure;28.0;452.0;1.0;400.0;18.0;18.0;17.0
product_id_bd6f5842819f874f;beleza_saude;health_beauty;health_beauty;53.0;681.0;2.0;700.0;17.0;20.0;17.0
product_id_bd740af09dfb91e3;perfumaria;perfumery;perfumery;59.0;526.0;1.0;350.0;20.0;10.0;20.0
product_id_bd8060d45dc33edc;fashion_bolsas_e_acessorios;fashion_bags_accessories;fashion_bags_accessories;63.0;584.0;4.0;200.0;16.0;5.0;11.0
product_id_bd80e8e1adcd758f;bebes;baby;baby;60.0;1882.0;4.0;5962.0;35.0;57.0;52.0
product_id_bd8106c5623eb6f5;papelaria;stationery;stationery;35.0;165.0;1.0;700.0;50.0;18.0;34.0
product_id_bd852eae17c12d26;cama_mesa_banho;bed_bath_table;bed_bath_table;55.0;318.0;1.0;16000.0;45.0;15.0;25.0
product_id_bd856f8083ee5251;utilidades_domesticas;housewares;housewares;37.0;671.0;1.0;1150.0;31.0;29.0;31.0
product_id_bd896c40b619b79e;construcao_ferramentas_construcao;construction_tools_construction;construction_tools_construction;53.0;757.0;2.0;1250.0;32.0;14.0;17.0
product_id_bd8b36059471fd81;beleza_saude;health_beauty;health_beauty;40.0;3593.0;1.0;1100.0;16.0;19.0;15.0
product_id_bd8c52f45a4f37c0;automotivo;auto;auto;58.0;743.0;5.0;925.0;65.0;8.0;30.0
product_id_bd8c65c5494ac1ba;utilidades_domesticas;housewares;housewares;56.0;309.0;1.0;483.0;22.0;26.0;23.0
product_id_bd8f29618b87a2f2;telefonia;telephony;telephony;25.0;287.0;1.0;100.0;19.0;3.0;11.0
product_id_bd922d67a467c153;;;unknown;;;;200.0;16.0;2.0;20.0
product_id_bd93096f590af4e5;beleza_saude;health_beauty;health_beauty;54.0;1510.0;1.0;1550.0;20.0;30.0;25.0
product_id_bd969cc487008d87;bebes;baby;baby;57.0;799.0;1.0;2100.0;31.0;43.0;21.0
product_id_bd979efd9feba38d;beleza_saude;health_beauty;health_beauty;51.0;1918.0;1.0;1650.0;25.0;30.0;20.0
product_id_bd98bff4640bec55;automotivo;auto;auto;51.0;1327.0;3.0;3200.0;26.0;3.0;24.0
product_id_bd99006ae9083d18;cama_mesa_banho;bed_bath_table;bed_bath_table;47.0;1415.0;1.0;400.0;18.0;8.0;18.0
product_id_bd9914235d28643c;moveis_decoracao;furniture_decor;furniture_decor;51.0;637.0;1.0;3200.0;40.0;35.0;40.0
product_id_bd994de03ee29164;beleza_saude;health_beauty;health_beauty;46.0;1001.0;1.0;575.0;25.0;13.0;14.0
product_id_bd998210f52f9fac;moveis_decoracao;furniture_decor;furniture_decor;53.0;532.0;1.0;400.0;60.0;7.0;11.0
product_id_bd99a955c3bdb2a8;telefonia;telephony;telephony;34.0;2034.0;1.0;375.0;16.0;14.0;14.0
product_id_bd9e05f0c006793f;informatica_acessorios;computers_accessories;computers_accessories;55.0;163.0;2.0;300.0;25.0;8.0;18.0
product_id_bda093b21dda21af;construcao_ferramentas_construcao;construction_tools_construction;construction_tools_construction;51.0;150.0;2.0;100.0;17.0;5.0;13.0
product_id_bda16da834a0f92d;climatizacao;air_conditioning;air_conditioning;48.0;787.0;1.0;3573.0;50.0;58.0;32.0
product_id_bda8547b4e850cee;beleza_saude;health_beauty;health_beauty;48.0;886.0;2.0;450.0;34.0;11.0;17.0
product_id_bda9781325d3d54c;esporte_lazer;sports_leisure;sports_leisure;48.0;604.0;1.0;700.0;16.0;13.0;14.0
product_id_bdad3a1d5b3e45e5;relogios_presentes;watches_gifts;watches_gifts;55.0;266.0;3.0;667.0;20.0;17.0;18.0
product_id_bdad5973d6d59373;portateis_cozinha_e_preparadores_de_alimentos;;portateis_cozinha_e_preparadores_de_alimentos;59.0;927.0;1.0;10600.0;40.0;20.0;38.0
product_id_bdb057d83db5db56;informatica_acessorios;computers_accessories;computers_accessories;58.0;679.0;4.0;140.0;16.0;11.0;17.0
product_id_bdb369aa28fb2bb9;esporte_lazer;sports_leisure;sports_leisure;30.0;2162.0;1.0;1563.0;20.0;16.0;17.0
product_id_bdb3a18300744af7;automotivo;auto;auto;58.0;855.0;6.0;2100.0;30.0;25.0;30.0
product_id_bdb748b8fd3e6479;moveis_decoracao;furniture_decor;furniture_decor;58.0;454.0;3.0;2150.0;36.0;31.0;19.0
product_id_bdb9fe993ef53def;telefonia;telephony;telephony;47.0;419.0;2.0;700.0;18.0;7.0;20.0
product_id_bdba5c3f5b5010e5;informatica_acessorios;computers_accessories;computers_accessories;36.0;218.0;1.0;900.0;30.0;14.0;11.0
product_id_bdba9687a725488f;cama_mesa_banho;bed_bath_table;bed_bath_table;54.0;405.0;1.0;700.0;45.0;15.0;30.0
product_id_bdbd069a11f03bcf;ferramentas_jardim;garden_tools;garden_tools;48.0;366.0;5.0;2600.0;20.0;17.0;30.0
product_id_bdc0690f948bac98;cama_mesa_banho;bed_bath_table;bed_bath_table;60.0;284.0;1.0;1150.0;41.0;13.0;13.0
product_id_bdc6c83af36e6ec0;relogios_presentes;watches_gifts;watches_gifts;32.0;211.0;2.0;600.0;22.0;4.0;11.0
product_id_bdc79c03c1803ed6;cool_stuff;cool_stuff;cool_stuff;46.0;596.0;2.0;500.0;16.0;12.0;22.0
product_id_bdc867cafbd753b1;brinquedos;toys;toys;55.0;1314.0;4.0;9450.0;89.0;53.0;12.0
product_id_bdca32495eee95a5;telefonia;telephony;telephony;47.0;317.0;2.0;100.0;16.0;7.0;11.0
product_id_bdcb786eeea3b6bc;brinquedos;toys;toys;55.0;1223.0;1.0;450.0;18.0;12.0;12.0
product_id_bdcc9f6ede02fb98;eletrodomesticos;home_appliances;home_appliances;48.0;180.0;1.0;350.0;70.0;13.0;12.0
product_id_bdcfdc0067fac1fe;cama_mesa_banho;bed_bath_table;bed_bath_table;56.0;674.0;1.0;1325.0;19.0;17.0;23.0
product_id_bdd298db625ef073;telefonia;telephony;telephony;53.0;597.0;1.0;275.0;18.0;4.0;12.0
product_id_bdd334bc0dcee635;;;unknown;;;;200.0;16.0;2.0;11.0
product_id_bdd3d279191edd30;automotivo;auto;auto;56.0;294.0;1.0;1700.0;30.0;10.0;60.0
product_id_bdd57cd7c4d8895c;papelaria;stationery;stationery;50.0;279.0;1.0;3550.0;16.0;60.0;90.0
product_id_bdd5832f79edc570;fashion_bolsas_e_acessorios;fashion_bags_accessories;fashion_bags_accessories;45.0;416.0;4.0;200.0;16.0;5.0;11.0
product_id_bdd5ec22c7857185;eletrodomesticos_2;home_appliances_2;home_appliances_2;44.0;57.0;1.0;3585.0;33.0;6.0;19.0
product_id_bdd98f5c842b2d6b;telefonia;telephony;telephony;39.0;365.0;13.0;100.0;16.0;3.0;11.0
product_id_bdda8b0746f73741;relogios_presentes;watches_gifts;watches_gifts;41.0;189.0;6.0;300.0;16.0;16.0;16.0
product_id_bdda92957afaf5a1;brinquedos;toys;toys;41.0;569.0;1.0;350.0;17.0;15.0;17.0
product_id_bddb546bda5f2812;pet_shop;pet_shop;pet_shop;59.0;1217.0;2.0;1200.0;55.0;2.0;40.0
product_id_bddb90654a74af70;cama_mesa_banho;bed_bath_table;bed_bath_table;49.0;603.0;2.0;18800.0;40.0;30.0;50.0
product_id_bddebc27f9c9e963;esporte_lazer;sports_leisure;sports_leisure;57.0;3285.0;4.0;1225.0;30.0;17.0;17.0
product_id_bde412a397012281;informatica_acessorios;computers_accessories;computers_accessories;60.0;527.0;1.0;450.0;17.0;2.0;17.0
product_id_bde4feaa60afdac5;beleza_saude;health_beauty;health_beauty;33.0;396.0;4.0;879.0;31.0;15.0;24.0
product_id_bde6d83e43db6e10;cama_mesa_banho;bed_bath_table;bed_bath_table;48.0;278.0;2.0;1100.0;60.0;17.0;42.0
product_id_bde8b288e9d7ac55;perfumaria;perfumery;perfumery;44.0;334.0;1.0;200.0;16.0;16.0;13.0
product_id_bdeacce4248b258c;moveis_escritorio;office_furniture;office_furniture;47.0;476.0;1.0;12000.0;52.0;51.0;17.0
product_id_bdec7dd0f7bbb539;telefonia;telephony;telephony;50.0;722.0;2.0;100.0;20.0;16.0;12.0
product_id_bdef7156e0bcc8e9;construcao_ferramentas_iluminacao;construction_tools_lights;construction_tools_lights;50.0;1668.0;1.0;450.0;22.0;22.0;11.0
product_id_bdefacd080f897a6;esporte_lazer;sports_leisure;sports_leisure;45.0;179.0;1.0;1150.0;16.0;12.0;12.0
product_id_bdf0202a8c16b712;moveis_decoracao;furniture_decor;furniture_decor;42.0;1003.0;1.0;1700.0;17.0;27.0;17.0
product_id_bdf06b619318e492;informatica_acessorios;computers_accessories;computers_accessories;54.0;573.0;2.0;150.0;16.0;4.0;16.0
product_id_bdf80eb2c5b99587;construcao_ferramentas_iluminacao;construction_tools_lights;construction_tools_lights;56.0;1082.0;6.0;200.0;16.0;16.0;16.0
product_id_bdfaf02b6d1ddc5c;;;unknown;;;;100.0;22.0;6.0;11.0
product_id_bdfbabb1fc567780;telefonia;telephony;telephony;54.0;415.0;3.0;100.0;19.0;3.0;11.0
product_id_be0534e9fd31a418;informatica_acessorios;computers_accessories;computers_accessories;31.0;488.0;1.0;215.0;22.0;10.0;18.0
product_id_be062c305d1b825a;moveis_decoracao;furniture_decor;furniture_decor;53.0;616.0;1.0;4000.0;30.0;35.0;30.0
product_id_be0b6b1fe675eb24;automotivo;auto;auto;38.0;471.0;4.0;1700.0;37.0;30.0;27.0
product_id_be0ee5607a772a93;cama_mesa_banho;bed_bath_table;bed_bath_table;52.0;297.0;1.0;1150.0;37.0;23.0;35.0
product_id_be10fdefe4dd4ada;moveis_decoracao;furniture_decor;furniture_decor;59.0;721.0;6.0;500.0;16.0;8.0;11.0
product_id_be130691b92f3cf3;cool_stuff;cool_stuff;cool_stuff;53.0;1071.0;5.0;3463.0;59.0;27.0;32.0
product_id_be146bbe744c6d44;relogios_presentes;watches_gifts;watches_gifts;49.0;244.0;2.0;350.0;16.0;15.0;15.0
product_id_be154fe3d58632e3;moveis_decoracao;furniture_decor;furniture_decor;48.0;1619.0;2.0;18233.0;47.0;60.0;23.0
product_id_be15c6aa6f0d8d68;utilidades_domesticas;housewares;housewares;53.0;193.0;3.0;650.0;30.0;10.0;20.0
product_id_be1a8e7ce3e48e52;relogios_presentes;watches_gifts;watches_gifts;60.0;267.0;2.0;200.0;16.0;2.0;11.0
product_id_be2086938a9b43a6;moveis_escritorio;office_furniture;office_furniture;34.0;2558.0;1.0;15700.0;58.0;28.0;58.0
product_id_be23cf5c9f7754b8;perfumaria;perfumery;perfumery;30.0;255.0;1.0;300.0;30.0;10.0;30.0
product_id_be24a6dd942084c4;livros_interesse_geral;books_general_interest;books_general_interest;43.0;713.0;1.0;1600.0;25.0;7.0;18.0
product_id_be272290367bf59b;instrumentos_musicais;musical_instruments;musical_instruments;37.0;284.0;1.0;289.0;37.0;12.0;13.0
product_id_be284f82b80f4779;brinquedos;toys;toys;43.0;631.0;2.0;517.0;21.0;23.0;21.0
product_id_be28e940200f1ddd;utilidades_domesticas;housewares;housewares;50.0;196.0;1.0;7875.0;60.0;31.0;31.0
product_id_be2a26d31fc5476d;telefonia;telephony;telephony;59.0;777.0;6.0;350.0;17.0;4.0;12.0
product_id_be2a3d1ea69ee2bc;esporte_lazer;sports_leisure;sports_leisure;44.0;85.0;1.0;300.0;26.0;3.0;15.0
product_id_be2b0897e89c6ef0;cama_mesa_banho;bed_bath_table;bed_bath_table;32.0;253.0;1.0;4050.0;40.0;15.0;23.0
product_id_be2c473c91c0aae4;brinquedos;toys;toys;43.0;163.0;1.0;200.0;16.0;17.0;11.0
product_id_be2c8f263bf49dc3;telefonia;telephony;telephony;59.0;777.0;6.0;350.0;17.0;4.0;12.0
product_id_be2eaa72f1571f6f;eletronicos;electronics;electronics;46.0;223.0;1.0;100.0;23.0;8.0;12.0
product_id_be301be775b8b340;esporte_lazer;sports_leisure;sports_leisure;56.0;1608.0;3.0;188.0;18.0;12.0;17.0
product_id_be31a73bba934309;beleza_saude;health_beauty;health_beauty;58.0;266.0;1.0;100.0;25.0;15.0;20.0
product_id_be31d36613117a34;cama_mesa_banho;bed_bath_table;bed_bath_table;48.0;326.0;1.0;450.0;16.0;10.0;16.0
product_id_be33c31abf9c08dd;perfumaria;perfumery;perfumery;51.0;389.0;1.0;400.0;19.0;11.0;17.0
product_id_be367ed0f60feea1;cama_mesa_banho;bed_bath_table;bed_bath_table;45.0;729.0;1.0;2350.0;20.0;30.0;30.0
product_id_be36b3754345ebea;eletrodomesticos_2;home_appliances_2;home_appliances_2;55.0;1302.0;4.0;500.0;20.0;16.0;20.0
product_id_be36faf5075e06a7;automotivo;auto;auto;56.0;98.0;1.0;250.0;30.0;10.0;18.0
product_id_be36fd1a26008933;bebes;baby;baby;58.0;801.0;1.0;3200.0;31.0;43.0;21.0
product_id_be427a56a604f0f4;informatica_acessorios;computers_accessories;computers_accessories;38.0;130.0;1.0;150.0;20.0;8.0;15.0
product_id_be44a99898a61808;utilidades_domesticas;housewares;housewares;61.0;881.0;4.0;6800.0;40.0;40.0;40.0
product_id_be47eff2ea363e70;relogios_presentes;watches_gifts;watches_gifts;57.0;682.0;1.0;400.0;20.0;13.0;13.0
product_id_be4a1f97dbdefc1a;esporte_lazer;sports_leisure;sports_leisure;57.0;611.0;4.0;600.0;47.0;13.0;13.0
product_id_be4ac793d3286961;eletronicos;electronics;electronics;42.0;294.0;1.0;250.0;21.0;7.0;14.0
product_id_be4cc65344b28adf;eletronicos;electronics;electronics;53.0;109.0;1.0;150.0;24.0;12.0;18.0
product_id_be4f7d92f9e22b31;automotivo;auto;auto;36.0;359.0;1.0;15400.0;61.0;61.0;19.0
product_id_be52445c0242319d;moveis_escritorio;office_furniture;office_furniture;49.0;2250.0;1.0;14050.0;58.0;20.0;58.0
product_id_be54822f63a095f2;cama_mesa_banho;bed_bath_table;bed_bath_table;54.0;502.0;1.0;750.0;45.0;15.0;30.0
product_id_be569f150a4b65f7;utilidades_domesticas;housewares;housewares;58.0;524.0;8.0;150.0;30.0;10.0;20.0
